Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2016-02-18,10.0,10.0,9.600000381469728,9.600000381469728,700,0,0,,,,,,,,,,6.0
2016-02-19,9.600000381469728,9.600000381469728,9.5,9.5,1100,0,0,-0.010416705989173991,0.989583294010826,,,,,,,,6.0
2016-02-22,9.5,9.5,9.5,9.5,0,0,0,0.0,0.989583294010826,,,,,,,,6.150000095367432
2016-02-23,9.0,9.0,9.0,9.0,600,0,0,-0.052631578947368474,0.9374999627470982,,,,,,,,6.050000190734863
2016-02-24,9.0,9.0,9.0,9.0,600,0,0,0.0,0.9374999627470982,,,,,,,,6.0
2016-02-25,9.0,9.0,9.0,9.0,0,0,0,0.0,0.9374999627470982,,,,,,,,6.5
2016-02-26,8.989999771118164,8.989999771118164,8.739999771118164,8.739999771118164,1600,0,0,-0.028888914320204018,0.9104166066481029,,,,,,,,6.0
2016-02-29,9.0,9.25,9.0,9.25,1800,0,0,0.05835243046197336,0.9635416283789621,,,,,,,,6.0
2016-03-01,9.550000190734863,9.550000190734863,6.519999980926514,9.0,1500,0,0,-0.027027027027026973,0.9374999627470982,,,,8.259999990463257,,,,6.0
2016-03-02,9.5,10.0,9.5,10.0,1500,0,0,0.11111111111111116,1.0416666252745537,,,,8.259999990463257,,,,5.920000076293945
2016-03-03,9.5,9.5,5.0,7.5,13400,0,0,-0.25,0.7812499689559153,,,,7.5,,,,6.0
2016-03-04,8.0,8.0,8.0,8.0,100,0,0,0.06666666666666665,0.8333333002196429,,,,7.5,,,,6.0
2016-03-07,8.25,8.25,8.0,8.25,1200,0,0,0.03125,0.8593749658515067,,,,7.5,,,,6.0
2016-03-08,8.0,8.0,8.0,8.0,100,0,0,-0.030303030303030276,0.8333333002196429,,,,7.5,,,,5.369999885559082
2016-03-09,8.0,8.0,7.989999771118164,7.989999771118164,800,0,0,-0.0012500286102294922,0.8322916097525114,,,,7.5,,,,4.989999771118164
